timestamp,name,,legal_name,other_names,,previous_names,,oc_id,,jurisdiction,jurisdication_source,legal_type,legal_type_source,,,foundation_date,,headquarters,,directors,shareholders,,,,,,,,,,,,website,attributes_source,document_name,document_summary,document_raw,,document_filename,document_url,document2_name,documentation2_summary,document2_raw,document2_url
,Trident Steelworks Nigeria Limited,,,Trident Steelworks Nigeria Limited,http://bgiresourcesltd.com/Projects_types5.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Universal Energy Resources Limited,,,Universal Energy Resources Limited,http://www.anaindustries.net/projects.php,,,ng/429120,https://drive.google.com/file/d/0B-KlXDOYUc-OZW1zTFlCTEJlY2M/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OZW1zTFlCTEJlY2M/edit?usp=sharing,,,,,,,,,"Ukpanah Senas (Director)
Ihendacho Philip (Director)
Chukwueke Chidi (Director)
Akpan Edet (Director)
Inyang Etim Inyang (Director)
Inyang Etido (Director)
Amana Nkoyo (Director)
Akande Edna (Director)
Mianacker Nelson (Director)","Akwa Ibom Invest. & Ind. Council (60,000,000)
Stallionet Company Ltd (12,500,000)
Zawadi Inv. Nig. Ltd (7,500,000)
Recrevine Nig. Ltd (5,000,000)
Nelson Miana Ekere (5,000,000)
Emmanuel Mboho (1,500,000)
Castlepines Property Ltd (5,000,000)
Hayatu .z. Abubakar (3,750,000)
Nisa Oil & Gas Ltd (22,500,000)
Casu Nig. Ltd (1,500,000)
Toledote Consult (12,000,000)
Latorra Energy Ltd (11,250,000)
Septa Energy Ltd (300,000,000)
Mutual Crown Ltd (6,650,000)
Creer Tower Ltd (4,000,000)
Konokonics Ventures (2,000,000)
Grandbond Inv. Ltd (3,400,000)
Donarson Services Ltd (5,050,000)
Workstation Ltd (3,400,000)
Sartoria Ventures (750,000)
Chief Friday James Okono (750,000)
Barr. Abasi Obong Okoko (1,000,000)
Pastor Essiet Udosen (1,000,000)
Mr. Idorenyin Nseyo (1,000,000)
Stallion Business System Ltd (3,500,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OZW1zTFlCTEJlY2M/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 27 June 2014 SEARCH REPORT DATE OF SEARCH 27th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: UNIVERSAL ENERGY RESOURCES LIMITED DATE OF INCORPORATION 27th Sept., 2001 RC. NO.: 429120 REG. OFFICE ADDRESS NAIC House, Plot 9, Bank Layout, Uyo, FORMER REG. ADDRESS: 20, Idoro Road by Itam Junction, Uyo, Akwa Ibom State INITIAL SHARE CAPITAL 500, 000,000 divided into 500,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 480,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: To engage in the business of dealing in petroleum products and energy services. SHAREHOLDERS: NAME SHARES 1. AKWA IBOM INVEST. & IND. COUNCIL 60,000,000 2. STALLIONET COMPANY LTD 12,500,000 3. ZAWADI INV. NIG. LTD 7,500,000 4. RECREVINE NIG. LTD 5,000,000 5. NELSON MIANA EKERE 5,000,000 6. EMMANUEL MBOHO 1,500,000 7. CASTLEPINES PROPERTY LTD 5,000,000 8. HAYATU .Z. ABUBAKAR 3,750,000 9. NISA OIL & GAS LTD 22,500,000 10. CASU NIG. LTD 1,500,000 11. TOLEDOTE CONSULT 12,000,000 12. LATORRA ENERGY LTD 11,250,000 13. SEPTA ENERGY LTD 300,000,000 14. MUTUAL CROWN LTD 6,650,000 15. CREER TOWER LTD 4,000,000 16. KONOKONICS VENTURES 2,000,000 17. GRANDBOND INV. LTD 3,400,000 18. DONARSON SERVICES LTD 5,050,000 19. WORKSTATION LTD 3,400,000 20. SARTORIA VENTURES 750,000 21. CHIEF FRIDAY JAMES OKONO 750,000 22. BARR. ABASI OBONG OKOKO 1,000,000 23. PASTOR ESSIET UDOSEN 1,000,000 24. MR. IDORENYIN NSEYO 1,000,000 25. STALLION BUSINESS SYSTEM LTD 3,500,000 FIRST DIRECTORS: 1. MIANACKER NELSON 1, Kang close, Rumuibekwu, Port Harcourt, Rivers State 2. AMANA NKOYO 27, Oladipo Baleye Street, Ikeja, Lagos CURRENT DIRECTORS: 1. UKPANAH SENAS 140, Olusegun Obasanjo Way, Uyo, Akwa Ibom State 2. IHENDACHO PHILIP 7b, Anifowose Street, V.I., Lagos 3. CHUKWUEKE CHIDI Same as above 4. AKPAN EDET 53, Itiam Street, Uyo, Akwa Ibom State 5. INYANG ETIM INYANG Palm Count, 7, Ekpo archibong Way, Calabar, Cross Rivers State 6. INYANG ETIDO 28, Lagos Street, Ewet Housing Estate, Uyo, Akwa Ibom State 7. AMANA NKOYO 27, Oladipo Bateye Street, Ikeja, Lagos 8. AKANDE EDNA 9. MIANACKER NELSON Ikong Close, Rumuibekwe Estate, P.H., Rivers State. SECRETARY: Barr. (Mrs.) Nkoyo Amana of 27, Oladipo Baleye Street, Ikeja, Lagos BORROWING POWER: Clause 3(iv) of Memorandum of Association ANNUAL RETURNS Updated CHARGES: NIL REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/429120 UNIVERSAL ENERGY RESOURCES LIMITED.pdf,ng_429120 UNIVERSAL ENERGY RESOURCES LIMITED.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OZW1zTFlCTEJlY2M/edit?usp=sharing,,,,
,Vitol Energy (Bermunda) Limited,,,Vitol Energy (Bermunda) Limited,http://www.bernedeclaration.ch/fileadmin/files/documents/Rohstoffe/BD-Nigeria-EN-20131101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Walter Smith Petroman Oil Limited,,,Walter Smith Petroman Oil Limited,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,,,ng/302804,https://drive.google.com/file/d/0B-KlXDOYUc-OZlVIREtjd2xKalU/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OZlVIREtjd2xKalU/edit?usp=sharing,,,,,,,,,"Isa Abdulrazaq, Director                                        
Saleh Danjuma, Director                            
Walter-smith Associates Ltd, Director                                        
Senator (Princess) Florence Ita-giwa, Director                                        
Dr. Andrew Uzoigwe, Director                                        
Emeka Emmanuel, Director                                        
Christopher Ogonnah, Director                               
Saphire Investments Ltd, Director                               
Imo State Government, Director                        
Ohaji/egbema Local Govt. Area Of Imo State, Director                                
Ndubuisi Okoli, Director                              
David O. Ike, Director","Isa Abdulrazaq (4,114,037)
Saleh Danjuma (4,114,037)                                        
Egbogah Emmanuel (2,373,788)
Walter-smith Associates Ltd (7,150,932)
Senator (princess) Florence Ita-giwa (2,012,050)
Dr. Jude Amaefule (1,572,795)",https://drive.google.com/file/d/0B-KlXDOYUc-OZlVIREtjd2xKalU/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 23 June 2014 SEARCH REPORT DATE OF SEARCH 23rd June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: WALTER-SMITH PETROMAN LTD DATE OF INCORPORATION 1st Nov., 1996 RC. NO.: 302804 REG. OFFICE ADDRESS: 18, Keffi Street, South West, Lagos state INITIAL SHARE CAPITAL 10,000, 000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 21,337,639 CLASSES OF SHARES ORDINARY MAIN OBJECT: Petroleum engineering, construction and installation of mechanical and electrical instrument, liquefied natural gas refiners, perto- chemical activities, etc. SHAREHOLDERS: NAME SHARES 1. ISA ABDULRAZAQ 4,114,037 2. SALEH DANJUMA 4,114,037 3. EGBOGAH EMMANUEL 2,373,788 4. WALTER-SMITH ASSOCIATES LTD 7,150,932 5. SENATOR (PRINCESS) FLORENCE ITA-GIWA 2,012,050 6. DR. JUDE AMAEFULE 1,572,795 DIRECTORS: 1. ISA ABDULRAZAQ 2. SALEH DANJUMA 3. WALTER-SMITH ASSOCIATES LTD 4. SENATOR (PRINCESS) FLORENCE ITA-GIWA 5. DR. ANDREW UZOIGWE 6. EMEKA EMMANUEL 7. CHRISTOPHER OGONNAH 8. SAPHIRE INVESTMENTS LTD 9. IMO STATE GOVERNMENT 10. OHAJI/EGBEMA LOCAL GOVT. AREA OF IMO STATE 11. NDUBUISI OKOLI 12. DAVID O. IKE DR. JUDE AMAEFULE SECRETARY: Mrs. Sophia Izuma Onyenkpa of Messrs IZLAW Solicitors of Suite F4, Falomo Shopping Complex, Ikoyi Lagos BORROWING POWER: Clause 3(v) of Memorandum of Association ANNUAL RETURNS Paid up to 2013 CHARGES: Upstamped Deed of Debenture dated 21st May, 2009 securing the sum of N350,000,000.00 in favour of Sky Bank REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/302804 WALTER-SMITH PETROMAN LTD.pdf,ng_302804 WALTER-SMITH PETROMAN LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OZlVIREtjd2xKalU/edit?usp=sharing,,,,
,Warri Refining and Petrochemical Company Limited (WRPC),,,Warri Refining and Petrochemical Company Limited (WRPC),http://www.belloil.com/clients/2013-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Wellman & Wellington Company Limited (WWCL),,,Wellman & Wellington Company Limited (WWCL),http://wellman-wellington.org/clients.html,,,ng/621863,https://drive.google.com/file/d/0B-KlXDOYUc-OQUpYT29ETEVBdFU/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OQUpYT29ETEVBdFU/edit?usp=sharing,,,,,,,,,"Wellman Ndubuisi Onwunali, Director
Chioma Onwunali, Director
Uzodinma Onwunali, Director
Wellington Onwunali, Director
Kelechi Onwunali, Director","Wellman Ndubuisi Onwunali (60,000)
Chioma Onwunali (10,000)
Uzodinma Onwunali (10,000)
Wellington Onwunali (10,000)
Kelechi Onwunali (10,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OQUpYT29ETEVBdFU/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 6 June 2014 SEARCH REPORT DATE OF SEARCH 6th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja, Nigeria NAME OF COMPANY SENT: WELLMAN WELLINGTON COMPANY LTD CHANGE OF NAME NIL DATE OF INCORPORATION 20TH April, 2005 RC. NO.: 621863 REG. OFFICE ADDRESS: Plot 6, Ihunna Crescent off Onumini Okpoko, Port Harcourt, Rivers State CHANGE OF ADDRESS (Former): NIL INITIAL SHARE CAPITAL N100, 000 divided into 100,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL NIL CLASSES OF SHARES ORDINARY SHARES ALLOTTED 100,000 SHAREHOLDERS: NAME ADDRESS SHARES 1. Wellman Ndubuisi Onwunali same as registered office address 60,000 2. Chioma Onwunali same as above 10,000 3. Uzodinma Onwunali same as above 10,000 4. Wellington Onwunali same as above 10,000 5. kelechi Onwunali same as above 10,000 FIRST DIRECTORS: Same as shareholders CHANGE IN DIRECTORS: NIL SECRETARY NIL MAIN OBJECT: General business in oil and gas. Petroleum, Mechanical, Chemical and electrical engineers. BORROWING POWER: Clauses 34 and 31 of Memorandum and Article of Association ANNUAL RETURNS Paid up to 2010 CHARGES NIL REMARK/COMMENT Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/621863 WELLMAN WELLINGTON COMPANY.pdf,ng_621863 WELLMAN WELLINGTON COMPANY.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OQUpYT29ETEVBdFU/edit?usp=sharing,,,,
,WorleyParsons Limited,,,WorleyParsons Limited,http://64.224.108.87/news/35504_SHI-wins-3bn-deal-to-build-FPSO-for-Nigerian-oil-fields.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Zech Oil and Gas Nigeria Limited,,,Zech Oil and Gas Nigeria Limited,http://www.zechoil.com/clients.htm,,,,,,,,,,,2001,http://www.zechoil.com/,"Close 6B, Plot 4, Housing Estate, Elekahia, Port Harcourt, Rivers State",,,,,,,,,,,,,310,http://www.zechoil.com/,http://www.zechoil.com/,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Air Liquide Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Taleveras Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,"Mitsui & Co., Ltd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Brittania-U Nigeria Limited,,,,,,,ng/284481,https://drive.google.com/file/d/0B-KlXDOYUc-OVWRVYTlFd3c0SjQ/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OVWRVYTlFd3c0SjQ/edit?usp=sharing,,,,,,,,,"Uju Ifejika C., Director
Etikerentse Godfrey, Director
Alex Neyin, Director
Ada Kio, Director
Oji Eze, Director
Cohen Curtis, Director
","Emmanuel Ifejika (2,500,000)
Ogulagha Kingdom O. (1,000,000)
Mbanefo Ikpeze (4,500,000)
Ada Kio (18,500,000)
Alex Neyin (500,000)
Kalu Nwosu (1,000,000)
Koso Idigbe (1,000,000)
Uju Ifejika (17,500,000)
Rita Attah (1,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OVWRVYTlFd3c0SjQ/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 SEARCH REPORT DATE OF SEARCH 19th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT BRITTANIA-U NIG LTD DATE OF INCORPORATION 4th Dec, 1995 RC. NO. 284481 REG. OFFICE ADDRESS 206A. Isale-Eko Ave, Dolphine Estate, Ikoyi, Lagos State. INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 50,000,000 divided into 50,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 47,500,000 CLASSES OF SHARES ORDINARY MAIN OBJECT General trading, Engineering, Builders, transport, obtaining iol concessions NAME SHARES 1. EMMANUEL IFEJIKA 2,500,000 2. OGULAGHA KINGDOM O. 1,000,000 3. MBANEFO IKPEZE 4,500,000 4. ADA KIO 18,500,000 5. ALEX NEYIN 500,000 6. KALU NWOSU 1,000,000 7. KOSO IDIGBE 1,000,000 8. UJU IFEJIKA 17,500,000 9. RITA ATTAH 1,000,000 FIRST DIRECTORS: Same as registered office address MRS. UJU C. IFEJIKA Same as above MRS. A.O.IKPEZE CHANGES IN DIRECTORS: By the latest particulars of directors with resoultion dated 20th June, 2012 the following are the current directors: 1. UJU IFEJIKA C. 2. ETIKERENTSE GODFREY 3. ALEX NEYIN 4. ADA KIO 5. OJI EZE 6. COHEN CURTIS Pervious Directors: 1. NNOKA ARINZE EMMANUEL 2. NWOSU KALU 3. IDIGBE KOSO I. 4. OGORO CHRISTOPHER 5. EKONG UCHE F. 6. OKONKWO CHIE AMIE C. 7. ALHAJI UMAR 8. IKPEME ITA WEIR 9. OMU GENERAL PAUL 10. HORSFALL A.K. 11. MBANEFO LIONS 12. CHIPA NIG LTD SECRETARY: NIL BORROWING POWER: Clause 27 of Article of Association ANNUAL RETURNS Paid up to 2011 CHARGES: An upstamp deed of mortgage dated 21st Feb, 2012 and registered 2nd Jan, 2013 securing the sume of 800 Million Naira in favour of first trustees of Nig Ltd REMARK/COMMENT duly registered NB: There is on record, an internal memo of Corporate Affairs Commission dated 10th August, 2012 for the safekeeping of the files of companies indicted in the farouk lawal's Committee that investigated the utilization of pertroleum equalization fund in the downstream sector of the petroleum industry. in the listed 87 indicated companies,",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/284481 BRITTANIA-U NIG LTD.pdf,ng_284481 BRITTANIA-U NIG LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OVWRVYTlFd3c0SjQ/edit?usp=sharing,,,,
,Cavendish Petroleum Nigeria Limited,,,,,,,ng/154060,https://drive.google.com/file/d/0B-KlXDOYUc-OdW1KVmJGa0Qwc3M/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OdW1KVmJGa0Qwc3M/edit?usp=sharing,,,,,,,,,"Alhaji Zanna Deribe, Director
Alhaji Hassan Deribe, Director
Alhaji Aminu Deribe, Director
Hajia Laila Deribe, Director
Hajia Yazara Mustapha El-kanemi, Director
Alh. Babagana Ahmadu Deribe, Director
Alhaji Ibrahim Deribe, Director
Alhaji Babakura Deribe, Director","Alhaji Mai Deribe & Sons Ltd (40,000,000)
Ahnadualhaji Mai Deribe (4,900,000)
Zanna Alhaji Mai Deribe (100,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OdW1KVmJGa0Qwc3M/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 SEARCH REPORT DATE OF SEARCH 18th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT CAVENDISH PETROLEUM NIG LTD DATE OF INCORPORATION 29th August, 1995 RC. NO. 154060 REG. OFFICE ADDRESS 12, Kashim Ibrahim Road, Maiduguri, Borno State INITIAL SHARE CAPITAL 2,000,000 divided into 2,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 45,000,000 divided into 45,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 45,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT (Page 1 of the memorandum of association which contains the main object of the company is not found on record) other main object includes: dealing in petroleum, oil and gas and other businesses related to oil and gas SHAREHOLDERS (based on the re-allotment of shares dated 25th Aug, 1998 NAME ADDRESS SHARES 1. ALHAJI MAI DERIBE & SONS LTD 22, Adeleke Adedoyin St. V/Island, Lagos 40,000,000 2. AHNADUALHAJI MAI DERIBE Same as above 4,900,000 3. ZANNA ALHAJI MAI DERIBE Same as above 100,000 FIRST DIRECTORS: Same as registered office address Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 ALHAJI MAIN AHMED DERIBE Same as above ALHAJI ZANNA DERIBE Same as above ALHAJI HASSAN DERIBE Same as above ALHAJI AMINU DERIBE Same as above CHANGES IN DIRECTORS: By the latest particulars of directors with resoultion dated 20th June, 2012 the following are the current directors: 1. ALHAJI ZANNA DERIBE 2. ALHAJI HASSAN DERIBE 3. ALHAJI AMINU DERIBE 4. HAJIA LAILA DERIBE 5. HAJIA YAZARA MUSTAPHA EL-KANEMI 6. ALH. BABAGANA AHMADU DERIBE 7. ALHAJI IBRAHIM DERIBE 8. ALHAJI BABAKURA DERIBE ALHAJI MAI AHMED DERIBE by a letter dated and filed same day as the resoultion ceased to be a director for the purposes of the day to day running of the company's business having been appointed by the Federal government as a member of the National Electoral commission. However his name was nit included in the particulars of the directors filed neither was there any notice of removal, retirement or otherwise. Pervious Directors: ALHAJI GAMBO GUBIO SECRETARY: Charles Musa & Co. of 49, Lawson Street, Onikan, Lagos (appointed by resolution dated 17th September, 2007 BORROWING POWER: Clause 27 and 30 of Memorandom",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/154060 CAVENDISH PETROLEUM NIG LTD.pdf,ng_154060 CAVENDISH PETROLEUM NIG LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OdW1KVmJGa0Qwc3M/edit?usp=sharing,,,,
,Esoro Energy Limited,,,,,,,ng/669616,https://drive.google.com/file/d/0B-KlXDOYUc-OdHB1WVZadEptSEE/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OdHB1WVZadEptSEE/edit?usp=sharing,,,,,,,,,"Mr. Kola Aluko, Director
Mr. Oluwatoyin Zubair, Director
Esoro Energy Int'l Ltd, Director","Mr. Kola Aluko (0.5)
Mr. Oluwatoyin Zubair (0.5)
Esoro Energy Int'l Ltd (9,999,999)",https://drive.google.com/file/d/0B-KlXDOYUc-OdHB1WVZadEptSEE/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 20 June 2014 SEARCH REPORT DATE OF SEARCH 20th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT ESORO ENERGY LTD DATE OF INCORPORATION 13th October, 2006 RC. NO. 669616 REG. OFFICE ADDRESS 27, Oyinkan Abayom Street, Ikoyi, Lagos State. INITIAL SHARE CAPITAL 10,000,000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 10,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Petroleum prospectors, producers, refiners and dealer and dealers in natural gas SHAREHOLDERS NAME ADDRESS SHARES 1. MR. KOLA ALUKO 27, Oyinkan Abayom Street, Ikoyi, Lagos State 0.5 2. MR. OLUWATOYIN ZUBAIR 3, Adebisi Omotola Close, Off Ajose Adeogun, V/Island, Lagos 0.5 3. ESORO ENERGY INT'L LTD 4th Floor, Less Cascades, Edith Cavell Street, Port Lious Mauritius 9,999,999 DIRECTORS: Same as registered office address 1. MR. KOLA ALUKO Same as above 2. MR. OLUWATOYIN ZUBAIR Same as above 3. ESORO ENERGY INT'L LTD Same as above SECRETARY: Nil BORROWING POWER: Clause 3(m) and 51 of Memorandom Article of Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 20 June 2014 Association respectively. ANNUAL RETURNS Paid up to 2017 CHARGES: Nil REMARK/COMMENT duly registered NOTE: There is on record certificate (not emanating from Nigerian but Mauritius) of change of name SEVEN ENERGY INTERNATIONAL LIMITED to ESORO ENERGY LTD given under the hand and seal of office in Port Louis Mauritius on 17th Nov., 2009. It appears that the company has dual registration in Nigeria and the Repubic of Mauritius but registered as first as SEVEN ENERGY INTERNATIONAL LIMITED in Republic of Mauritius",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/669616 ESORO ENERGY LTD.pdf,ng_669616 ESORO ENERGY LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OdHB1WVZadEptSEE/edit?usp=sharing,,,,
,Gulf of Guinea Energy Limited,,,,,,,ng/450120,https://drive.google.com/file/d/0B-KlXDOYUc-ObC0tU29HV3ZDcm8/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ObC0tU29HV3ZDcm8/edit?usp=sharing,,,,,,,,,"Ogilo Napoleon Ejobokoghene, Director
Stella O. Ogilo, Director
Tony Ogilo, Director
Tamuno Tonye, Director
Damogbe Peter, Director
","Ogilo Napoleon Ejobokoghene (40,000,000)
Stella O. Ogilo (2,000,000)
Tony Ogilo (2,000,000)
Tamuno Tonye (1,500,000)
Damogbe Peter (500,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ObC0tU29HV3ZDcm8/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 SEARCH REPORT DATE OF SEARCH 18th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT GULF OF GUINEA ENERGY LTD DATE OF INCORPORATION 27th May, 2002 RC. NO. 450120 REG. OFFICE ADDRESS 18, Oroleye Crescent, Awuse Estate, Ikeja, Lagos State INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 10,000,000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 10,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Refiner, storers, suppliers and distributors of petroleum and petroleum products. Deal in all equipment for the petroleum industry, engineering procurement, installation consultancy services and commissioning contracts. SHAREHOLDERS NAME ADDRESS SHARES OGILO NAPOLEON EJOBOKOGHENE Same as registered office address 40,000,000 STELLA O. OGILO Same as above 2,000,000 TONY OGILO Same as above 2,000,000 TAMUNO TONYE Same as above 1,500,000 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 18 June 2014 DAMOGBE PETER Same as above 500,000 FIRST DIRECTORS: Same as registered office address OGILO NAPOLEON EJOBOKOGHENE Same as above AWHAAL ALHAJI ABDULLAH Same as above CHIEF (MRS) OMAJAJA RUTH Same as above CHANGES IN DIRECTORS: ADDRESS STATUS By resolution dated 24th September, 2014, the folowing were appointed as directors: 1. OGILO NAPOLEON EJOBOKOGHENE RE-APPOINTED 2. STELLA O. OGILO APPOINTED 3. TONY OGILO APPOINTED 4. TAMUNO TONYE APPOINTED 5. DAMOGBE PETER APPOINTED The following were removed by same resolution: AWHAAL ALHAJI ABDULLAH CHIEF (MRS.) OMAJAJA RUTH SECRETARY: NIL BORROWING POWER: Clause 29 of Memorandom Article of Association ANNUAL RETURNS Paid up to 2003 CHARGES: NIL REMARK/COMMENT duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/450120 GULF OF GUINEA ENERGY LTD.pdf,ng_450120 GULF OF GUINEA ENERGY LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ObC0tU29HV3ZDcm8/edit?usp=sharing,,,,
