company,immediate,parent,ultimate,jurisdiction,,oc_id,source_url,confidence,source_date,,,,,ownership_type,,start_date,end_date,ownership_status,,turnover,profit,assets,liabilities,document_name,documentation_summary,document_raw,document_url,document_filename,,,document2_name,document2_summary,document2_raw,document2_url,document2_filename,,
Ropemaker Deansgate Limited,100,Ropemaker Properties Limited,100,United Kingdom,05.05.14 00:00,gb/04342803,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Ropemaker Gilston Limited,100,Ropemaker Properties Limited,100,United Kingdom,05.05.14 00:00,gb/04342845,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation,,,,,,,,,,,,,,,,,,,
Ropemaker Nottingham Limited (in liquidation),100,Ropemaker Properties Limited,100,United Kingdom,05.05.14 00:00,gb/03705733,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation,,,,,,,,,,,,,,,,,,,
Ropemaker Properties Limited,100,BP Pension Trustees Limited,100,United Kingdom,05.05.14 00:00,gb/00759094,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Routex B V,25,BP Oil International Limited,25,Netherlands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Rudeis Oil Company ""RUDOCO""",50,BP Egypt Company,50,Egypt,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Ruehl Gesellschaft m b H & Co KG,50,Oelwerke Julius Schindler GmbH,100,Austria,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Ruhr Oel GmbH (ROG),50,BP Europa SE,50,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Rundel Mineraloelvertrieb GmbH,50,BP Europa SE,50,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Rural Fuel Limited,49,BP Oil New Zealand Limited,49,New Zealand,05.05.14 00:00,nz/914784,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Russian Holdings Limited (in liquidation),100,BP Global Investments Limited,100,United Kingdom,05.05.14 00:00,gb/04769560,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,liquidation,,,,,,,,,,,,,,,,,,,
S&JD Robertson North Air Limited,49,BP International Limited,49,United Kingdom,05.05.14 00:00,gb/SC051614,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,, 15 282 600,  458 962, 6 680 134, 2 175 249,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/SC051614 S&JD Robertson North Air Limited.csv,SC051614 S&JD Robertson North Air Limited.csv,https://data.openoil.net/documents/financials/SC051614 S&JD Robertson North Air Limited.csv,,,,,/UK Companies House filings/gb/SC051614 S&JD Robertson North Air Limited/AA 03/05/2013 ACCOUNTS FOR 'MEDIUM' CO. MADE UP TO 31/12/12.pdf,gb_SC051614 S&JD Robertson North Air Limited/AA 03_05_2013 ACCOUNTS FOR 'MEDIUM' CO. MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_SC051614 S&JD Robertson North Air Limited/AA 03_05_2013 ACCOUNTS FOR 'MEDIUM' CO. MADE UP TO 31_12_12.pdf,
SA de Gestion de Stocks de Secunte - SAG ESS,7,BP France,7,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SA DE L'HORLOGE,7.78,BP France,7.8,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"SABA- Sociedade Abastecedora de Aeronaves, Lda",25,BP Portugal - Comercio de Combustiveis e Lubrificantes SA,25,Portugal,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SAFCO SA,33,BP Oil Hellenic S A,33,Greece,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Salzburg Fuelling GmbH,33,BP Europa SE,33,Austria,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Samsung-BP Chemicals Co, Ltd",51,BP Chemicals (Korea) Limited,51,"Korea, Republic of",05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz Exploration Corporation,100,Atlantic Richfield Company,100,United States,05.05.14 00:00,us_de/0484806,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Saturn Insurance Inc,100,BP America Inc,100,United States,05.05.14 00:00,us_vt/V734220,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SBB Dortmund GmbH,25,BP Europa SE,25,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SC1 Rue de Lille,7,SRHP,7,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SEM1VIM,7.5,SRHP,7.5,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"servicios logisticos de combustibles de aviacion, s I",50,"BP Oil Espana, S A Unipersonal",50,Spain,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Setra Lubricants,100,BP Holdings International B V,100,Russian Federation,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Setra Lubricants Kazakhstan LLP,100,BP Global Investments Limited,100,Kazakhstan,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Shanghai Bi Ke Clean Energy Technology Co, Ltd",49,BP Global Investments Limited,49,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shanghai SECCO Petrochemical Company Limited,50,BP Chemicals East China Investments Limited,50,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sharjah Aviation Services Co LLC,49,BP France,49,United Arab Emirates,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sharjah Pipeline Company LLC,49,BP Middle East Limited,49,United Arab Emirates,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shell and BP Services Limited,99,The Consolidated Petroleum Company Limited,49.5,United Kingdom,05.05.14 00:00,gb/00917023,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shell and BP South African Petroleum Refineries (Pty) Ltd,50,BP Southern Africa (Proprietary) Limited,37.5,South Africa,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shell Mex and B P Limited,40,BP Oil UK Limited,40,United Kingdom,05.05.14 00:00,gb/00260320,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Cheng Yuan Aviation Oil Company Limited,25,BP Asia Pacific Pte Ltd,25,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Dapeng LNG Marketing Company Limited,15,Guangdong Investments Limited,30,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sherbino I Holdings LLC,100,BP Wind Energy North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sherbino I Wind Farm LLC,50,Sherbino I Holdings LLC,50,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sherbino II Wind Farm LLC,100,BP Wind Energy North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sherbino Mesa I Land Investments LLC,100,"Orion Energy Holdings, LLC",100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Shine Top International Investment Limited,50,BP Amoco Chemical Holding Company,100,Hong Kong,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"SIGAS-Armazenagem de Gas, ACE",35,BP Portugal - Comercio de Combustiveis e Lubrificantes SA,35,Portugal,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Silva Exploration Corporation,100,Atlantic Richfield Company,100,United States,05.05.14 00:00,us_de/0484807,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Silver Star I Power Partners, LLC",100,BP Wind Energy North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Silver Star II Power Partners, LLC",50,BP Wind Energy North America Inc,50,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Sistema Integrado de gestion de aceites usados, 5 L",15,"BP Oil Espana, S A Unipersonal",15,Spain,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Sociedade de Promocao Imobillana Quinta do Loureiro, SA",100,BP Portugal - Comercio de Combustiveis e Lubrificantes SA,100,Portugal,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societa Italiana per l'Oleodotto Transalpino S P A,11,Ruhr Oel GmbH (ROG),20,Italy,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Societe d'AvitatIlement et de Stockage de Carburants Aviation ""SASCA""",40,BP France,40,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe de Gestion de Depots d'Hydrocarbures - GDH,98,BP France,100,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe de Gestron de Produits Petroliers - SOGEPP,37,BP France,37,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe de Manutentron de Carburants Aviation - SMCA,16.66,BP France,16.66,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe des Depots de Petrole Cotiers (D P C),10.98,BP France,10.98,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe des Transports Petroliers par Pipeline - TRAPIL,6.58,BP France,6.58,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe du Pipeline Mediterranee-Rhonee - SPMR,15.17,BP France,15.17,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe du Pipeline Sud-Europeen - SPSE,8.54,BP France,12.1,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe Havraise de Manutention de Produits Petroliers - SHMPP,15.4,BP France,15.4,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SOCIETE IMMOBILIERE PETROLIERE DE GESTION - SIPG,12.5,BP France,12.5,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Societe Maritime de Combustibles Liquides de Boulogne sur Mer - SMCL,12.18,BP France,12.18,France,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SOFAST Limited,60.95,"Pacroy (Thailand) Co, Ltd",9.95,Thailand,05.05.14 00:00,th/0105534075863,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SOL BR2,100,BP Solar Italia S R L,100,Italy,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Sonorgas-Sociedade de Gas do Norte SA,3,BP Portugal - Comercio de Combustiveis e Lubrificantes SA,3,Portugal,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
South Caucasus Pipeline Company Limited,25.5,BP Pipelines (SCP) Limited,25.5,Cayman Islands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
South Caucasus Pipeline Holding Company Limited,25.5,BP Pipelines (SCP) Limited,25.5,Cayman Islands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
South Caucasus Pipeline Option Gas Company Limited,25.5,BP Pipelines (SCP) Limited,25.5,Cayman Islands,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
South China Bluesky Aviation Oil Company Limited,24.5,BP Global Investments Limited,24.5,China,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"South Houston Green Power, LLC",100,BP Products North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
South Louisiana Biofuels LLC,100,BP Biofuels North America LLC,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Southeast Texas Biofuels LLC,100,BP Biofuels North America LLC,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Southern Ridge Pipeline GP LLC,50,Southern Ridge Pipeline Holding Company,50,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Southern Ridge Pipeline Holding Company,100,BP Pipelines (North America) Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Southern Ridge Pipeline LP LLC,100,Southern Ridge Pipeline Holding Company,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Southern Ridge Pipeline Partners LP,49.95,Southern Ridge Pipeline LP LLC,50.05,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SQL BR1,100,BP Solar Italia S R L,100,Italy,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
SRHP,99.99,BP France,99.99,France,05.05.14 00:00,us_pa/3878393,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
ST-Airport Services Pte Ltd,33,BP Singapore Pte Limited,33,Singapore,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Stadtmarketing Gesellschschaft Gelsenkirchen mbH,2,BP Gelsenkirchen GmbH,2,Germany,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,0,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Standard Oil Alternate Energy Development Company,100,The Standard Oil Company,100,United States,05.05.14 00:00,us_oh/544565,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
"Standard Oil Company, Inc",100,BP Corporation North America Inc,100,United States,05.05.14 00:00,,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,>1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,,,,,,,,,,,,,,,,,,,
Stansted Fuelling Company Limited,14.29,BP International Limited,14.29,United Kingdom,05.05.14 00:00,gb/02544717,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,High confidence,06.07.13 00:00,,1,avner.ofrath@openoil.net,,Directly Controlled,Some time before the report,,,,, 1 128 752,  13 134,  596 647,  553 496,,,,/Corporate Mapping/BP/BP Project/Finance Sheets/02544717 Stansted Fuelling Company Limited.csv,02544717 Stansted Fuelling Company Limited.csv,https://data.openoil.net/documents/financials/02544717 Stansted Fuelling Company Limited.csv,,,,,/UK Companies House filings/gb/02544717 Stansted Fuelling Company Limited/AA 25/09/2013 FULL ACCOUNTS MADE UP TO 31/12/12.pdf,gb_02544717 Stansted Fuelling Company Limited/AA 25_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,https://data.openoil.net/documents/gb_02544717 Stansted Fuelling Company Limited/AA 25_09_2013 FULL ACCOUNTS MADE UP TO 31_12_12.pdf,
